,test_loss,test_acc,test_r2,test_mse,test_mae,train_loss,train_acc,train_r2,train_mse,train_mae
60,0.7046562037430704,0.5336783653810985,0.06638140947102278,26.910721349431995,4.0685600942385545,2.3108262064197334,-0.2719014982242878,0.6177439248720429,38.61042760525145,5.1012964224496855
61,0.7263848683796823,0.5251038320484279,0.03781482585448115,27.734127587705846,4.143635014190061,2.0457070213451516,-0.03408169718028242,0.662175511376986,34.12253933935191,4.585482876098828
62,0.7043406157754362,0.5335618909405779,0.06681106041059204,26.898337045145894,4.06760563832146,2.30595336247643,-0.27007292557239215,0.6185615691435511,38.527840049405945,5.094348417896136
63,0.7258465019986033,0.5250567695833226,0.03854516250985762,27.713076286431974,4.14187900629393,2.0428490970807616,-0.034074988003319984,0.662655793712845,34.07402760189279,4.582109857112043
64,0.7040499038994312,0.5334464355513151,0.0672069442190707,26.886926048230457,4.066730723330002,2.301286714617163,-0.26831847397387665,0.6193445757009042,38.44875113502572,5.087711403668995
65,0.7253342987969518,0.5250077533967131,0.03923961680393129,27.693059262148918,4.140209377160432,2.040114031493431,-0.034097210671866884,0.6631153796149298,34.027606343068044,4.578911788551378
66,0.7037817733362317,0.5333306671893931,0.06757214862472449,26.876399357678416,4.065943530929977,2.296799769232166,-0.2666262320587831,0.620097393139369,38.37271152414946,5.081338403684846
67,0.7248459747061133,0.5249564446532147,0.03990155793990624,27.673979400585903,4.138614297372513,2.0374655022169463,-0.03412596540603774,0.6635603690455987,33.98265942576349,4.575824852709119
68,0.7035315772518516,0.533213785045927,0.06791289345384965,26.866577692556415,4.0652309675028215,2.2924652303918265,-0.26499024944954774,0.6208245977766402,38.29925897799392,5.075171392403662
69,0.7243769471533597,0.524900614674001,0.04053708162076319,27.65566099855321,4.137103424745609,2.034872528514825,-0.03414942715687852,0.6639959499552578,33.93866283218942,4.572798351769962
70,0.7033370602875948,0.5331139779126901,0.06817863623391196,26.858917894457463,4.064658897797627,2.2883638389175758,-0.2633214436467368,0.6215125215142134,38.22977406618811,5.069193899722393
71,0.723950064741075,0.5248512265485341,0.041115488480918394,27.63898893782291,4.135713774713286,2.0323956077045295,-0.03411546156206824,0.6644119133645842,33.89664773773513,4.569830857265574
72,0.7031707908026874,0.5330176760718657,0.06840628808069771,26.852356033462318,4.064168931755719,2.284402284567477,-0.2616572371174122,0.6221769244402993,38.16266491411049,5.06335726404159
73,0.7235520104877651,0.5248026732485849,0.041654890150042756,27.623441166858964,4.134417054416614,2.029975449113408,-0.03402668422433108,0.6648182568965149,33.85560431542399,4.566861577827171
74,0.703018301166594,0.5329192740938528,0.0686154024331791,26.846328499170607,4.0637261226472665,2.2805044218548574,-0.2599964653161544,0.6228306207711233,38.09663719996979,5.057589730963951
75,0.7231705617159605,0.5247515784526554,0.042171930137412605,27.608537951383422,4.133171709242451,2.0275423054990824,-0.03387190128229545,0.6652267226259834,33.814346536926706,4.563805210126577
