,train_loss,test_loss,train_acc,test_acc,train_r2,test_r2,train_mse,train_mae,test_mse,test_mae
71,3.7116869971941924,2.222481720848009,0.5201143993375283,0.5912507176476018,0.617473009541605,-0.3294225945458171,22.61757964764199,3.4576726943010394,17.04405164092506,3.086094162592292
72,3.707788532025006,2.2193577334983274,0.5198406076450739,0.5911375203267248,0.6178737873367426,-0.327591430414478,22.59388295713744,3.4559440358664877,17.020574940479616,3.0842970625783837
73,3.705952492200595,2.217162730405107,0.5197248350251844,0.5911168671568376,0.6180627489464088,-0.3263057371427802,22.582710270337348,3.455047714346743,17.00409152684793,3.0830280028464854
74,3.7040174152716645,2.214664062485099,0.5195416421861627,0.5911039080421333,0.6182618801408577,-0.324841654648953,22.570936288989316,3.454126144673883,16.985321048796976,3.0815593957560656
75,3.701209467872104,2.2120012503582984,0.5193400327485935,0.5910408647495236,0.6185506359439219,-0.32328134501527805,22.553863095365255,3.4528437727347456,16.965316876999914,3.080003178562112
76,3.7000361178288586,2.2103785288054496,0.51934659462333,0.5910479324121345,0.6186715531570568,-0.3223319052596052,22.546713652928343,3.4522036468795703,16.953144449442245,3.079045794397896
77,3.6969202919499367,2.207556197885424,0.5191427805829536,0.5909707705277838,0.6189919351424912,-0.32067886339295026,22.52777050576754,3.4507982694407566,16.93195139085014,3.077386032487367
78,3.693343680461112,2.2039019907824695,0.518734219979009,0.5908900377516141,0.6193596113737316,-0.31853579163621504,22.50603100332182,3.449227867585618,16.90447583428757,3.0752164512166287
79,3.6917646183428587,2.2021308729890734,0.5187445476971184,0.5908712463252948,0.6195221953031356,-0.31750023880758604,22.496417943160196,3.4484350428731707,16.891199381818303,3.074173838981395
80,3.6900451546534896,2.199704760685563,0.5185680928728207,0.5908699742771464,0.6196991751701096,-0.316078066581436,22.4859536979248,3.447600156094852,16.872966220320794,3.0727161591903114
81,3.6897450030082837,2.1982822462450713,0.5185840986164142,0.5909372586545167,0.6197304457720471,-0.315244726395004,22.484104768705187,3.447313698432837,16.86228226381947,3.07182831048473
82,3.6880356946130632,2.1960241242777556,0.5184294978868157,0.590934393543301,0.6199063692078438,-0.3139213824113636,22.473702986817187,3.4464901404062944,16.845316143875056,3.070455383960837
83,3.6850226071910583,2.193529102485627,0.5183200611760129,0.5908493703999321,0.6202161607629275,-0.31246144729568615,22.455386017437128,3.445113775174999,16.826598837876126,3.0689705322843324
84,3.6822451913249097,2.1905445617157966,0.5180517774591324,0.590793928459952,0.6205017481969692,-0.3107120973902793,22.438500159192035,3.443860629453287,16.804171048361997,3.067176078092425
85,3.6806420495340717,2.188230814645067,0.5178974628297642,0.5907949198023985,0.620666779432052,-0.30935598606983583,22.428742397787122,3.443088057058623,16.786784830111078,3.065766745899856
86,3.678288114599127,2.1862054369412363,0.5178886184597952,0.5907315070018123,0.6209088815297903,-0.3081720134814614,22.414427686367937,3.441971961214042,16.77160554098173,3.0645578598712397
87,3.6767356218697387,2.1836366199422628,0.5176452431618854,0.5907439315954888,0.6210687063622649,-0.3066647627793875,22.404977762654497,3.4412206694696934,16.752281618771168,3.0629898320525446
88,3.6759720614281832,2.182116638403386,0.5176827496625064,0.5907843554620876,0.6211475666004056,-0.3057752734189507,22.40031501267431,3.440757395627332,16.74087779379066,3.0620335737493183
89,3.673149133253901,2.1795388555619866,0.5175127610608445,0.5906959634988533,0.6214377537704783,-0.30426596628938274,22.383157186963825,3.4394776333475656,16.721527506858635,3.0604954116868437
90,3.672971410989703,2.1777009782381356,0.5173796596465603,0.5907946132320008,0.6214564823102211,-0.30318585954906463,22.382049829182854,3.439257612593715,16.707679844621495,3.0593217458264683
91,3.6714746299840044,2.1761530765797943,0.5174643288599903,0.5907788860063108,0.6216105864533576,-0.3022821895772665,22.372938151266354,3.4385003382139203,16.69609421509416,3.0583593353183978
92,3.669457109826908,2.1737359552644193,0.5172713994570981,0.5907502101076274,0.6218181006597259,-0.3008651173815027,22.360668509626365,3.437545838954789,16.6779264392623,3.0568789204954276
93,3.667111134433071,2.1713188318535686,0.5171567955277847,0.5906944463239503,0.6220593438323088,-0.2994505373542522,22.346404583664416,3.4364506307799734,16.65979061463167,3.055406386364943
94,3.66538500416209,2.169204354751855,0.5170675759561543,0.5906729229956141,0.6222369643967254,-0.2982123400916259,22.3359024560683,3.4356133767045054,16.64391613034621,3.0541047488684434
95,3.6635129182468518,2.1668731898535043,0.5169347595893439,0.5906451770319807,0.6224295572319897,-0.29684705564786684,22.32451506668191,3.434727599635258,16.626412306761857,3.0526729474598016
96,3.662876625901845,2.165216259425506,0.5169093784703933,0.5907028916036581,0.6224953632955796,-0.2958753836970789,22.32062416768218,3.4343189320431806,16.613954848181557,3.0516056238241367
97,3.6609852373876492,2.162570518674329,0.516650410954729,0.5906808329966398,0.6226899074806085,-0.29432385478757705,22.30912140131633,3.433441680238362,16.594063250908857,3.0499819497319933
98,3.6604497727385024,2.161606124835089,0.5168364449885237,0.5907270308350889,0.6227453538194283,-0.29376104615174126,22.305843039225003,3.433037096992168,16.58684768266705,3.049325415856427
99,3.6588584395867656,2.159519129898399,0.5167360413217744,0.5907169719045953,0.6229091131339445,-0.2925386656847413,22.296160482355816,3.43225453371691,16.571175979861728,3.048015081838155
100,3.6575244410778396,2.15748767205514,0.51662905500071,0.590725143807429,0.6230464704515983,-0.29134800060829447,22.288038989886747,3.43157816200099,16.55591088873625,3.046733899913762
101,3.6560809466973296,2.1555785422679037,0.5165874091272058,0.5907206236614585,0.6231950608863424,-0.29023057639466776,22.279253319655552,3.4308490017500044,16.541584792519735,3.0455256788101144
102,3.6548629570388584,2.153526025824249,0.5164682847258246,0.5907388849886447,0.6233205138082981,-0.289027312472089,22.271835695474408,3.430223238292341,16.52615817609375,3.044224482826389
103,3.6542411289701704,2.15209559048526,0.5165044792256402,0.5907957656256484,0.6233848183482344,-0.2881893166610201,22.268033576695878,3.4298042323163984,16.515414531493956,3.043272443020036
104,3.6526124144002097,2.1502340857405216,0.5164801942663292,0.5907696321820919,0.6235523772834689,-0.2871006159167089,22.258126360583372,3.4290056179077113,16.50145668860511,3.0420954338005837
105,3.651623162877513,2.1484852912835777,0.5164321672981604,0.5907989448948872,0.6236543542100739,-0.2860756822403776,22.25209679582784,3.428455377410491,16.488316380489703,3.0409662903390466
