,train_loss,test_loss,train_acc,test_acc,train_r2,test_r2,train_mse,train_mae,test_mse,test_mae
0,27.933238530531526,7.599882776848972,0.1978757564498309,0.37061268904450617,-0.4362752086091999,-1.3240573784556924,84.92229237922335,8.175884620639938,29.795908492441807,5.046197719879216
1,30.732373831349832,8.340499104000628,0.42023236090006155,0.4138419153083883,-0.5852755548389945,-1.553466176745756,93.7321993464159,7.9460770678614825,32.737076651445626,5.067267094262801
2,14.411885057517793,3.933377825189382,0.43229168409886676,0.5591985255042242,0.259085994818409,-0.2022702872940918,43.80784086416169,5.840119777745725,15.413877383354556,3.594699468123988
3,0.10710536227418288,0.021774607166662463,0.967462375997321,0.9710752082575111,0.9949404050266243,0.9940798407045407,0.29915743241542997,0.43196375796171016,0.07590024509007526,0.23974083937332433
4,0.40540354199958983,0.06640490463178139,0.9160747866488396,0.9351170849469146,0.9798809291140954,0.9809485534525063,1.189575375199558,0.9528925443509838,0.2442517827829916,0.467995290565736
5,0.5150524371465508,0.07362254278268665,0.8928801836354361,0.9283025803466818,0.9738185508993215,0.9779029816808056,1.5480241266522776,1.1193634052804933,0.2832979692747637,0.5009567581009889
6,0.770151336285835,0.10808992058446165,0.8538866995265897,0.9089951249289518,0.9607861874379204,0.9672755199204826,2.3185854881709442,1.3996696035190086,0.41954885578597356,0.5914671075229284
7,1.9725364550049562,0.3624119700980373,0.804027829624326,0.85137918334372,0.8985715636817987,0.8886208324354269,5.997134304728789,2.191634680014072,1.4279524746172838,1.1288942883752082
8,0.854933075518602,0.11685130365367513,0.8435276676582877,0.9047061579435711,0.9563600544250566,0.9643164956115285,2.5802883704421826,1.4684663108838194,0.4574854482099918,0.5971105000374413
9,1.0018389809690689,0.13710839678242337,0.8280053006496306,0.897033890666791,0.9487934999152676,0.9581037332788239,3.027674185174623,1.598123490658019,0.537137052196449,0.6488433949501731
10,1.516217510215938,0.21685167765826918,0.7839266068988067,0.8698422991665341,0.9222669446049578,0.9334762969499526,4.5961033221344785,1.9866881499283306,0.8528766058154238,0.8408252584661439
11,1.5630619145276796,0.2226659671869129,0.7822488811134106,0.8702740264490263,0.920211427274448,0.9322200934151689,4.717639391744109,2.0133790059390537,0.8689819420766014,0.8436810220183563
12,1.2417983337663827,0.1688657756167231,0.8158694987324053,0.8891216044901807,0.9367475798910215,0.9488284009262438,3.739910347258308,1.7678246444255172,0.6560527711354124,0.7148407895187039
13,0.5208780426000885,0.06662016790141934,0.8790801855719236,0.9406247291771583,0.9740788814666392,0.9808583638915966,1.532631624978163,1.0755966677801136,0.24540807088876226,0.4171654826554626
14,2.237556054711604,0.35788050713017583,0.7544706315457571,0.8369581469224212,0.8850616472298057,0.8898623605476741,6.795931824924094,2.401293567251384,1.4120352867000505,1.1153554525195606
15,0.7935853198546283,0.11570159028633498,0.8481027502840937,0.9045533859677417,0.9594866823694395,0.9647110358434567,2.3954210059827985,1.4203764457020427,0.45242718899655876,0.5982811489042439
16,0.9862282917868015,0.13985822755785193,0.8457780645971305,0.9001080492130936,0.9496945346427538,0.9575367929763429,2.974398925591531,1.5558591693862793,0.5444055910586988,0.6500883973437918
17,1.0752227450183227,0.15191200248955283,0.8295090583797892,0.8932447210513663,0.9451657524081517,0.9539120807298217,3.242171123247942,1.6386520080194187,0.5908767304591133,0.6805753661894665
18,1.4209135972705553,0.20641583860560786,0.8142062731369976,0.8793708706092792,0.9274188293962039,0.9371844211930778,4.291489092268373,1.8792787938944204,0.8053360710373291,0.7927719663727245
19,1.5994489344011527,0.23749444729764946,0.8177197866088264,0.8812425894186094,0.9184707139808506,0.9281059413624694,4.82056212018863,1.943303890146917,0.921728014192808,0.8607688391812642
20,1.2749837551950804,0.18141986706177704,0.8199941730738447,0.8872285886369167,0.9353674057271641,0.9456073861038831,3.821515566908971,1.7683614740250821,0.697348250235689,0.733491649961195
21,1.42831359666161,0.21723241687868722,0.7847883304400691,0.8702181102388953,0.9271208548953804,0.9339625399766255,4.309107357576304,1.9302920113420419,0.846642657866402,0.8259938805585628
22,0.8802415101527004,0.12346435911604203,0.8589688349607623,0.9267250757202098,0.9593078037310878,0.9678279646927582,2.405997519408249,1.3333598451882525,0.4124661589324259,0.5334435435780581
23,1.1433384397601003,0.1730983039306011,0.8328162692463468,0.8870686992949295,0.941733565508012,0.9475932845114328,3.445105197223951,1.6895249979755143,0.6718877569728432,0.7348243758196641
24,0.7764402699797301,0.11289057692920323,0.8603812843087169,0.91008113320551,0.9609147606960045,0.9667746813263663,2.310983368640008,1.3728144563856495,0.4259699282853491,0.580020532857358
25,12.83378852038004,3.064027490094304,0.5278121354450154,0.5889207483200976,0.3394981827572444,0.06043102062603578,39.053329128484364,5.511336266361003,12.045877864842614,3.257224280489424
26,0.5361823014052334,0.08995602956565563,0.8771620642205825,0.9138262359185465,0.9734860815514901,0.9741355266659681,1.5676819603281822,1.135466879030282,0.33159916265841377,0.5160569593189183
27,0.8049139829458909,0.12512821155542042,0.8614994099043718,0.9037498224017625,0.959441194048446,0.9629043919092621,2.398110582793774,1.41306050129101,0.47558952476361227,0.6267346828573169
28,0.6042474748721816,0.08701642641972285,0.8779844151923455,0.9226657765014502,0.9699657381570159,0.975140519772488,1.7758284417468062,1.1914165614580452,0.3187145054571801,0.5012237759258757
29,0.855553443316694,0.12163133248395752,0.8556621401701112,0.9067754523456029,0.957114271779236,0.96466454236185,2.5356939457210776,1.434253302037373,0.45302326529669446,0.6002376204800624
30,1.2440453597723717,0.18531682624598034,0.8316862203815104,0.8874177010385138,0.9370739967535944,0.9448840231077219,3.720610377395459,1.7389031745182602,0.7066222285118866,0.7448465805180808
31,0.5927400461769139,0.07850746998883551,0.8771849519828637,0.9376590284092066,0.9703916757635218,0.9774060996801037,1.7506441332395084,1.1413672788973932,0.2896683157049753,0.4507402959779976
32,1.2262156527503976,0.18464139749994501,0.7956386059535301,0.876834846314369,0.9376804430056955,0.9443734630827556,3.68475317842376,1.7826335470422248,0.7131679359994971,0.7590692311958849
33,16.007880493998528,3.6958841690793633,0.2983127413917239,0.5036524712532068,0.17825745626031508,-0.13211942829601853,48.5869700609001,6.468419081144485,14.51449830831567,3.6764544842062765
34,0.5404852934889277,0.08110678095545154,0.882130085163539,0.9263512027539953,0.9732972462337527,0.9768839832577199,1.5788471798963368,1.1229844186766733,0.29636218363094147,0.4812643783806515
35,1.0189098894297786,0.14984992395329755,0.8401777759448423,0.8958279802265893,0.9486139767680398,0.9556042333993292,3.0382888063184903,1.5811574302618632,0.5691822462509006,0.6705904949283509
36,1.8848059566953452,0.2987902709573973,0.7653160895260747,0.847071693501078,0.9041695904125353,0.9096242370102462,5.6661411497089595,2.2095750402558054,1.1586753360481419,0.9854931292325082
37,1.4215312776382234,0.21613847342086956,0.8190250345540461,0.875462202363743,0.9276032028105339,0.9344523890292882,4.280587690569844,1.868105127510197,0.8403624783477947,0.81731907351834
38,2.751235148294654,0.46075764182023704,0.7114818878224078,0.8104381026513936,0.8595836114628443,0.859653205861665,8.302365403726412,2.6921602926147616,1.7993360551761086,1.2707699090412126
39,0.9173257512757118,0.13308184282504953,0.8474156351493958,0.9094680505167945,0.9538406183589914,0.9608047021929124,2.7292544494712354,1.4587978382513247,0.5025088957011964,0.614201706377539
40,2.817781407793518,0.4549471251957584,0.6793433360844487,0.8044218714529284,0.8559631400637059,0.8608663574517957,8.51643212914596,2.7491606009990655,1.7837826725005865,1.2282361778866637
41,42.824231686836356,11.385394252836704,0.3129796014236176,0.30556533029952804,-1.1989294301246063,-2.4762872542012526,130.01556168831073,9.421077138872212,44.568235655373265,5.956067354148743
42,0.5414797156681743,0.08816070602915715,0.87838435207318,0.9250624946015398,0.973283517464943,0.9753430961594088,1.5796589174462723,1.1093239321406283,0.3161173460482175,0.49549564658320266
43,1.6860886466602096,0.28987384639913216,0.748848226463982,0.8412597763956791,0.913755000143658,0.9116188699942482,5.09938697691411,2.1378093402680007,1.1331028599043629,0.9933600628504884
44,0.36286263578995204,0.08335158781846985,0.9405147639582536,0.958712856822506,0.9865401813478522,0.9838021788171051,0.7958353998575767,0.6353757880367333,0.20766647253054146,0.33683343368078633
45,0.4478994604633044,0.08413798568653874,0.8785173219322945,0.9185425934077651,0.978812334285377,0.9776187232668802,1.2527579198368233,1.0403297052353133,0.2869423447398632,0.4853815105869929
46,0.3694557016096951,0.06542336009442806,0.8957288650144748,0.9295618195203902,0.9823197042116124,0.9823511493996266,1.0453785174963197,0.9428433450642567,0.22626960175782318,0.43071284307472546
47,0.28951711343017905,0.05264605299453251,0.9190032173389251,0.9429115784568882,0.9870809208747474,0.9872833493739682,0.7638632263293084,0.7867864811665091,0.16303562979816452,0.36097207480821303
48,0.3015545779594504,0.05330228937964421,0.9198115279083685,0.9438158013344791,0.9862335720738098,0.9866304078034986,0.8139642112861412,0.7884884275895238,0.17140676016050946,0.36418105794935296
49,0.506772820999231,0.0786110297194682,0.8935927683902188,0.9329485314808009,0.9757698795033537,0.9789841526355076,1.4326483983473715,1.0651746746270545,0.2694366631256024,0.4563994809095245
50,2.2229601614958483,0.4241509006242268,0.7980729174966845,0.8343918715836272,0.886290292851649,0.8710443759494895,6.7232859962533755,2.318333816274483,1.6532939373243591,1.2273942952689274
51,0.42075900107556663,0.0692246129619889,0.904990526635613,0.940652292221419,0.98173118956414,0.9842979543196384,1.0801754788742883,0.9080380025998571,0.20131031211762943,0.3913915896700193
52,0.40186974924017704,0.06846804459928535,0.8981841021667298,0.931017177865587,0.981523712349329,0.9823803854315212,1.0924429333235415,0.949887870304793,0.22589477704863742,0.42489787874004836
53,0.7399950947110483,0.12058993453683797,0.8825973697991215,0.9140082545468391,0.9632025950995489,0.9650993814875453,2.175711144369578,1.301478481292822,0.4474483483784375,0.6215593703585036
54,0.5156729169041228,0.0815708604932297,0.8868458329793656,0.9263630712272269,0.9763129869587605,0.9794694955605666,1.4005362168901387,1.0790638622811868,0.2632142550574677,0.4600784022974386
55,1.517739672962307,0.2886944968486205,0.8068525466314332,0.8562114820957268,0.9231533064089532,0.9136045952525041,4.5436956249038385,1.9522487449964183,1.1076445865266906,1.0153328870872174
56,22.677113391089733,5.877339584752917,0.4525800177060949,0.47153557643715294,-0.1677501990060668,-0.7996619048205886,69.04527992369766,7.071270099440222,23.07282166544412,4.386485252828775
57,0.0810492492373669,0.026379426373750903,0.9646843441718721,0.968319165620258,0.9979268459173897,0.99486572244354,0.12257887353016403,0.2886759747357857,0.06582473637063685,0.21920554838195422
58,0.15444699802378636,0.032101453296490945,0.9455344280779568,0.9597246880788047,0.9949647388467647,0.9943780137046855,0.2977186525936503,0.4725882491561108,0.07207747569135427,0.2334428980983433
59,26.869409451035608,7.2102902517654,0.4423535079797073,0.435538366708223,-0.3825757929028042,-1.2055123265476206,81.74722018283845,7.5393596337818884,28.276084777404378,4.78895724412035
60,0.09626455745274143,0.026196016393441823,0.9555613387295877,0.9740953584600959,0.9979884639346716,0.9959242165084433,0.118935600118444,0.2851548640425507,0.052254162515610915,0.18855396176439157
61,0.6368717578916403,0.11510395695222542,0.8440517912475204,0.902829042818994,0.9701932000188669,0.9685581835942099,1.7623793599681583,1.2616103598752513,0.4031042835463885,0.6016945794384031
62,0.23669604087535845,0.04184039666870376,0.925194837986467,0.9542417638109733,0.9910624222063119,0.9918447934794435,0.5284499725457208,0.6478947028055867,0.10455498623916501,0.2781923890177278
63,8.65159790875623,2.0727780021261424,0.5779842185382658,0.6588208954085862,0.5704177450753184,0.388023274134804,25.39980474143665,4.507400928201745,7.845934740002014,2.645355540233489
64,0.5049973802088061,0.09691663496778347,0.878406954048985,0.9201819401346145,0.9778278663336996,0.9754294818590044,1.3109663152259523,1.0613971187755014,0.315009825887973,0.5342547560749141
