,train_depth,train_true,train_pre
0,249.39999389648438,13.629340171813965,15.299002647399902
1,249.60000610351562,13.629340171813965,15.25082778930664
2,249.6999969482422,12.06836986541748,15.286507924397787
3,249.8000030517578,12.128125190734863,15.359606742858887
4,250.0,14.434020042419434,15.32914047241211
5,250.10000610351562,13.780904769897461,15.321386814117432
6,250.1999969482422,16.08679962158203,15.317655427115303
7,250.3000030517578,13.132704734802246,15.403856635093689
8,250.39999389648438,13.132704734802246,15.460631370544434
9,250.5,11.059425354003906,15.516622543334961
10,250.60000610351562,11.059425354003906,15.541945457458496
11,250.6999969482422,12.806055068969727,15.522723197937012
12,250.8000030517578,13.490804672241211,15.494501920846792
13,251.0,13.625399589538574,15.52055971963065
14,251.10000610351562,14.310150146484375,15.488076210021973
15,251.1999969482422,14.352034568786621,15.513898849487305
16,251.3000030517578,14.352034568786621,15.5414498834049
17,251.5,15.568835258483887,15.454192479451498
18,251.60000610351562,16.83745002746582,15.358209258631655
19,251.8000030517578,17.281145095825195,15.218280696868897
20,251.89999389648438,16.55034065246582,15.175040245056152
21,252.0,18.253074645996094,15.1988525390625
22,252.1999969482422,16.18807029724121,15.131888389587402
23,252.3000030517578,17.890804290771484,15.022997856140137
24,252.5,16.36978530883789,14.969671249389648
25,252.60000610351562,17.40522575378418,14.86652553998507
26,252.8000030517578,17.889020919799805,14.710076967875162
27,252.89999389648438,18.92445945739746,14.632446493421282
28,253.0,18.432710647583008,14.580016136169434
29,253.1999969482422,17.71136474609375,14.51590347290039
30,253.3000030517578,14.559040069580078,14.43344393084126
31,253.5,17.22732925415039,14.369058609008789
32,253.60000610351562,20.861000061035156,14.398202896118164
33,253.8000030517578,19.028104782104492,14.401472091674805
34,254.0,20.1337890625,14.306066186087472
35,254.1999969482422,18.30089569091797,14.145729064941406
36,254.3000030517578,17.404624938964844,13.853330612182617
37,254.5,19.652446746826172,13.575041068227668
38,254.60000610351562,19.343854904174805,13.328758239746094
39,254.8000030517578,21.834075927734375,13.216958332061768
40,255.0,25.686914443969727,13.123790415321908
41,255.1999969482422,22.804460525512695,13.22536834081014
42,255.39999389648438,20.34940528869629,13.284106254577637
43,255.60000610351562,26.17201042175293,13.310770988464355
44,255.6999969482422,18.20755958557129,13.50895758734809
45,255.89999389648438,27.520145416259766,13.46654987335205
46,256.20001220703125,25.216535568237305,13.565262774203687
47,256.70001220703125,21.547544479370117,13.567291498184204
48,257.0,21.333585739135742,13.510075569152832
49,257.20001220703125,22.658029556274414,13.61583351135254
50,257.3999938964844,25.231582641601562,13.669232177734376
51,257.6000061035156,26.188459396362305,13.709992904663086
52,257.79998779296875,23.51013946533203,13.6261625289917
53,258.1000061035156,28.36578941345215,13.583670616149902
54,258.29998779296875,25.099794387817383,13.734736289978027
55,258.5,26.047380447387695,13.783808708190918
56,258.70001220703125,28.36578941345215,13.977909717559815
57,259.0,26.089399337768555,13.857903480529785
