MD,WOBA,SPPA,TQA,ROPA,RPMA,MFIA,HKLA,Gamma
2894.5700000000033,12.434,13.078,21.982,6.398000000000001,82.988,2013.562,111.24600000000001,107.306
2894.6700000000037,12.086,13.089999999999998,22.46,8.26,82.934,2013.2779999999998,111.59400000000001,104.66400000000002
2894.9200000000046,11.162,13.072,21.356,8.26,82.964,2013.7300000000002,112.51999999999998,108.1
2895.1200000000053,13.05,13.088,23.151999999999997,8.26,82.778,2013.6799999999998,110.63,123.606
2895.270000000006,14.012,13.09,22.248,8.26,82.674,2013.4919999999997,109.67,127.002
2895.4700000000066,11.088,13.070000000000002,22.153999999999996,8.26,82.60400000000001,2013.5420000000001,112.59200000000001,124.2
2896.5700000000106,11.162,13.11,22.458,5.208,82.96,2013.682,112.518,99.19800000000001
2896.620000000011,10.926,13.104,22.68,5.46,82.482,2013.968,112.756,95.398
2896.7700000000114,10.77,13.124,23.616000000000003,5.46,82.44399999999999,2013.634,112.91000000000001,98.53399999999999
2896.920000000012,10.680000000000001,13.116,23.35,5.46,82.976,2013.586,113.006,108.196
2896.970000000012,10.564000000000002,13.097999999999999,23.637999999999998,5.46,82.47800000000001,2013.5880000000002,113.11600000000001,105.2
2897.1200000000126,9.324,13.12,23.348000000000003,5.46,82.578,2013.752,114.35799999999999,94.862
2897.3700000000135,9.642,13.154,23.584,5.46,82.512,2013.398,114.04,91.0
2897.4200000000137,9.687999999999999,13.16,22.496,5.46,82.52000000000001,2013.804,113.992,93.604
2897.5700000000143,9.678,13.184000000000001,23.334,6.514,82.436,2013.61,114.00399999999999,94.88
2897.6200000000144,9.774000000000001,13.136000000000001,22.712,10.8,82.43,2013.422,113.90800000000002,92.106
2897.6700000000146,9.856,13.154000000000002,23.188,10.8,82.338,2013.398,113.824,92.1
2897.8700000000154,10.017999999999999,13.276000000000002,22.863999999999997,10.8,82.54599999999999,2014.1080000000002,113.662,93.888
2897.9200000000155,9.982,13.166,22.458,10.8,82.536,2014.014,113.702,89.498
2898.070000000016,11.370000000000001,13.178,22.944,10.8,82.612,2013.654,112.31199999999998,100.79400000000001
2898.1200000000163,11.548,13.169999999999998,23.402,10.8,82.55,2013.9440000000002,112.13199999999999,94.688
2898.1700000000164,11.392,13.181999999999999,23.95,10.8,82.416,2013.014,112.28800000000001,90.164
2898.2200000000166,11.709999999999999,13.172,23.767999999999997,10.8,82.446,2013.014,111.96999999999998,91.634
2898.4200000000174,11.232,13.2,23.656,10.8,82.586,2013.518,112.44800000000001,105.0
2898.4700000000175,11.586,13.196000000000002,23.304,10.8,82.974,2012.804,112.09400000000001,102.7
2898.7200000000184,11.47,13.195999999999998,24.142,16.96,82.51599999999999,2013.92,112.21199999999999,104.8
2898.7700000000186,11.672,13.208000000000002,23.883999999999997,16.96,82.366,2013.852,112.008,100.50399999999999
2898.820000000019,11.642,13.195999999999998,23.514,16.96,82.75,2013.7060000000001,112.03800000000001,97.904
2898.9700000000194,11.28,13.189999999999998,24.357999999999997,16.96,82.47999999999999,2013.6119999999999,112.402,91.2
2899.0200000000195,10.756,13.201999999999998,24.312,16.96,82.34599999999999,2013.848,112.926,94.696
2899.12000000002,11.598,13.2,24.354,16.96,82.458,2013.7779999999998,112.08400000000002,91.19800000000001
2899.2700000000204,11.702000000000002,13.197999999999999,24.806,16.96,82.73400000000001,2013.3739999999998,111.978,95.898
2899.3200000000206,11.51,13.187999999999999,25.101999999999997,16.96,82.272,2013.6599999999999,112.17,96.702
2899.370000000021,11.63,13.197999999999999,24.352,16.96,82.36,2013.038,112.05,93.60999999999999
2899.5200000000214,11.674,13.202000000000002,24.439999999999998,17.552,82.824,2013.898,112.006,102.792
2899.6200000000217,11.617999999999999,13.213999999999999,24.236,17.7,82.75,2012.9180000000001,112.06199999999998,94.85799999999999
2899.670000000022,11.732,13.209999999999999,24.296000000000003,17.7,82.41,2013.086,111.95,96.538
2899.720000000022,11.76,13.24,24.32,17.7,82.03,2013.59,111.92,104.0
2899.8700000000226,11.784,13.276000000000002,24.595999999999997,17.7,82.45599999999999,2013.398,111.896,113.39200000000001
2899.920000000023,11.736,13.238,24.668,17.7,82.53799999999998,2014.0880000000002,111.944,109.598
2900.1700000000237,11.836000000000002,13.246,24.860000000000003,17.7,82.658,2013.732,111.848,100.904
2900.220000000024,12.054,13.244,24.918,17.7,81.23400000000001,2013.756,111.626,100.0
2900.270000000024,12.226000000000003,13.276,25.08,17.7,79.65599999999999,2012.8740000000003,111.45599999999999,98.898
2900.3200000000243,12.122,13.278,25.012,17.7,80.34599999999999,2013.586,111.55799999999999,97.606
2900.3700000000244,12.107999999999999,13.27,24.574,17.7,78.878,2013.9940000000001,111.572,101.30799999999999
2900.6200000000254,11.815999999999999,13.268,25.094,17.56,79.42600000000002,2013.5400000000002,111.86600000000001,102.332
2900.7200000000257,11.732,13.279999999999998,24.908,17.56,80.016,2013.8260000000002,111.94800000000001,94.6
2900.770000000026,11.766666666666666,13.253333333333332,24.89333333333333,17.56,79.85000000000001,2013.6299999999999,111.91666666666667,97.98333333333333
2900.820000000026,11.831999999999999,13.252,24.918,17.56,79.046,2014.016,111.848,101.998
2900.9700000000266,11.72,13.222,24.782000000000004,17.56,79.872,2013.782,111.96199999999999,100.80199999999999
2901.020000000027,11.702,13.222,24.644,17.56,79.52000000000001,2013.804,111.97999999999999,96.434
2901.2700000000277,11.888,13.248000000000001,25.124000000000002,17.56,80.498,2013.014,111.79400000000001,98.50399999999999
