MD,WOBA,SPPA,TQA,ROPA,RPMA,MFIA,HKLA,Gamma
1804.2,2.64,15.62,9.145,0.38,79.0,5056.88,106.01,63.338
1804.3,3.35,15.815,11.23,0.38,79.0,5056.639999999999,105.3,63.019
1804.4,3.95,15.95,11.83,0.38,79.0,5056.16,104.7,63.335
1804.5,4.11,16.09,12.24,0.38,79.0,5055.83,104.54,63.875
1804.6,4.015000000000001,16.035,11.185,0.425,79.0,5055.995,104.635,63.921
1804.7,3.6,15.91,9.45,0.47,79.0,5056.16,105.05,63.069
1804.8,3.28,15.705,8.77,0.47,79.0,5056.56,105.37,61.344
1804.9,2.8,15.46,8.445,0.47,79.0,5057.04,105.85,59.098
1805.0,2.73,15.485,8.585,0.5549999999999999,79.0,5057.12,105.92,56.979
1805.1,2.585,15.435,8.995000000000001,0.5549999999999999,79.0,5057.12,106.065,55.631
1805.2,2.56,15.445,8.335,0.64,79.0,5057.12,106.09,55.707
1805.3,2.42,15.41,8.385,0.64,79.0,5057.12,106.23,56.901
1805.4,2.705,15.405,9.865,0.64,79.0,5057.12,105.945,58.671
1805.5,3.65,15.77,12.23,0.64,79.0,5057.12,105.0,60.28
1805.6,3.965,15.84,12.01,0.625,79.0,5056.96,104.685,61.454
1805.7,4.195,15.835,12.225,0.61,79.0,5056.799999999999,104.455,62.408
1805.8,4.135,15.79,10.864999999999998,0.61,79.0,5056.8,104.515,63.274
1805.9,4.1,15.73,11.0,0.61,79.0,5056.799999999999,104.55,64.004
1806.0,3.97,15.675,10.7,0.61,79.0,5056.96,104.68,64.707
1806.1,3.95,15.665,10.87,0.61,79.0,5057.12,104.7,65.597
1806.2,3.92,15.71,12.09,0.61,79.0,5057.12,104.73,66.713
1806.4,4.25,15.83,11.93,0.61,79.0,5056.88,104.395,67.936
1806.5,4.495,15.855,12.91,0.635,79.0,5056.88,104.155,67.026
1806.6,4.755,15.905,13.035,0.635,79.0,5056.64,103.895,65.389
1806.7,5.95,16.05,14.75,0.66,79.0,5055.83,102.7,63.496
1806.8,3.81,14.905,7.279999999999999,0.66,79.0,5057.775,104.84,61.774
1806.9,5.98,15.23,6.94,0.66,79.0,5057.4,102.67,60.427
1807.0,4.375,14.9,8.275,0.66,79.0,5058.105,104.275,59.429
1807.1,6.145,15.16,12.475,0.19,79.0,5057.825000000001,102.505,58.53
1807.2,6.955,15.21,9.085,0.19,79.0,5057.745,101.695,57.697
1807.3,5.99,15.12,11.89,0.19,79.0,5058.53,102.66,57.163
1807.4,5.99,15.505,12.695,0.19,79.0,5058.34,102.66,57.223
1807.5,3.01,15.04,7.8,0.205,79.0,5058.555,105.64,57.736
1807.8,1.26,14.59,8.685,0.22,79.0,5059.014999999999,107.39,57.869
1807.9,1.4,14.655,8.08,0.22,79.0,5059.035,107.245,58.089
1808.0,1.32,14.69,6.87,0.22,79.0,5058.56,107.33,59.338
1808.1,1.44,14.7,7.77,0.52,79.0,5058.56,107.21,61.36
1808.2,1.355,14.66,7.355,0.52,79.0,5058.725,107.295,63.158
1808.3,1.29,14.635000000000002,7.1850000000000005,0.52,79.0,5058.645,107.36,64.006
1808.4,1.255,14.625,7.145,0.52,79.0,5058.81,107.395,63.463
1808.5,1.27,14.63,8.15,0.585,79.0,5058.885,107.38,62.176
1808.6,1.275,14.64,8.0,0.585,79.0,5058.81,107.375,60.833
1808.7,1.295,14.645,8.735,0.65,79.0,5058.885,107.355,60.059
1808.8,1.22,14.67,8.44,0.65,79.0,5058.56,107.43,59.634
1808.9,1.26,14.67,8.09,0.65,79.0,5058.805,107.39,59.253
1809.0,1.275,14.675,7.31,0.65,79.0,5058.73,107.375,58.858
1809.1,1.36,14.68,7.985,0.65,79.0,5058.805,107.29,58.589
1809.2,1.465,14.705,8.605,0.65,79.0,5058.645,107.185,58.829
1809.3,1.515,14.725,7.5,0.65,79.0,5058.56,107.13,59.943
1809.4,1.58,14.735,9.335,0.65,79.0,5058.56,107.07,61.853
1809.5,1.4700000000000002,14.77,7.335,0.655,79.0,5058.56,107.175,64.084
1809.6,1.435,14.755,8.965,0.655,79.0,5058.56,107.215,66.429
1809.7,1.35,14.78,7.61,0.66,79.0,5058.56,107.3,68.733
1809.8,1.3450000000000002,14.765,6.630000000000001,0.66,79.0,5058.56,107.305,70.577
1809.9,1.33,14.755,7.435,0.66,79.0,5058.56,107.32,71.584
1810.0,1.3050000000000002,14.745,6.695,0.66,79.0,5058.56,107.345,71.082
1810.1,1.36,14.735,8.145,0.66,79.0,5058.56,107.29,69.141
1810.2,1.3050000000000002,14.75,8.065000000000001,0.66,79.0,5058.56,107.345,66.209
1810.3,1.35,14.76,8.665,0.66,79.0,5058.56,107.3,63.038
1810.4,1.37,14.775,8.225000000000001,0.66,79.0,5058.56,107.28,60.292
1810.5,1.355,14.81,8.17,0.66,79.0,5058.56,107.295,58.164
1810.6,1.4049999999999998,14.815,8.39,0.65,79.0,5058.56,107.245,56.817
1810.7,1.4,14.855,8.09,0.65,79.0,5058.56,107.25,56.286
1810.8,1.47,14.9,8.62,0.64,79.0,5058.56,107.18,56.493
1810.9,1.43,14.89,7.9,0.64,79.0,5058.56,107.22,57.235
1811.0,1.4249999999999998,14.91,8.469999999999999,0.6799999999999999,79.0,5058.56,107.225,57.948
1811.1,1.495,14.915,8.325,0.6799999999999999,79.0,5058.56,107.15,58.054
1811.2,1.47,14.94,7.885,0.72,79.0,5058.56,107.175,57.465
1811.3,1.455,14.945,7.695,0.72,79.0,5058.56,107.195,56.767
1811.4,1.39,14.96,7.970000000000001,0.72,79.0,5058.56,107.255,56.287
1811.5,1.3,14.985,8.27,0.6799999999999999,79.0,5058.545,107.35,55.839
1811.6,1.25,15.015,8.655000000000001,0.6799999999999999,79.0,5058.505,107.4,55.28
1811.7,1.25,15.04,8.3,0.64,79.0,5058.4400000000005,107.4,54.886
1811.8,1.22,15.075,9.4,0.64,79.0,5058.415,107.43,55.065
1811.9,1.245,15.11,8.015,0.64,79.0,5058.345,107.405,55.96
1812.0,1.205,15.13,9.915,0.685,79.0,5058.335,107.445,56.988
1812.1,1.245,15.155,9.145,0.685,79.0,5058.29,107.4,57.556
1812.3,1.34,15.185,9.205,0.73,79.0,5058.355,107.305,57.526
1812.4,1.395,15.185,7.924999999999999,0.73,79.0,5058.389999999999,107.255,57.346
1812.5,1.495,15.215,8.975,0.71,79.0,5058.41,107.155,57.069
1812.6,1.54,15.22,7.994999999999999,0.71,79.0,5058.405,107.11,56.999
1812.7,1.455,15.23,9.095,0.69,79.0,5058.33,107.195,57.657
1812.8,1.635,15.255,9.77,0.69,79.0,5058.29,107.015,59.423
1812.9,1.98,15.395,10.495,0.69,79.0,5058.145,106.67,62.074
1813.0,2.425,15.575,11.53,0.71,79.0,5057.625,106.225,64.526
1813.1,3.07,15.78,12.69,0.71,79.0,5057.049999999999,105.58,65.896
1813.2,3.45,16.0,12.98,0.73,79.0,5056.455,105.2,65.705
1813.3,3.64,16.07,13.105,0.73,79.0,5055.9,105.01,64.77
1813.4,3.72,16.09,13.235,0.73,79.0,5055.75,104.925,64.017
1813.5,3.705,16.1,13.19,0.745,79.0,5055.675,104.945,64.271
1813.6,3.74,16.115000000000002,12.8,0.745,79.0,5055.67,104.905,65.327
1813.7,3.82,16.14,13.485,0.76,79.0,5055.67,104.83,66.6
1813.8,3.98,16.195,12.69,0.76,79.0,5055.67,104.67,67.649
1813.9,4.01,16.23,13.04,0.76,79.0,5055.67,104.64,68.613
1814.0,4.19,16.25,12.17,0.76,79.0,5055.67,104.46,69.842
1814.1,2.275,16.799999999999997,7.484999999999999,0.7050000000000001,79.0,5054.205,107.475,71.293
1814.5,2.85,18.005000000000003,10.12,0.46,79.0,5052.105,108.0,71.542
1814.6,4.23,18.46,14.765,0.46,79.0,5050.705,106.63,70.57
1814.7,5.355,18.98,14.55,0.27,79.0,5049.525,105.495,69.482
1814.8,5.555,19.23,14.395,0.27,79.0,5047.56,105.3,68.214
1815.0,5.525,19.26,14.48,0.575,79.0,5046.65,105.33,65.822
1815.1,5.539999999999999,19.26,13.66,0.575,79.0,5045.945,105.31,65.032
1815.2,5.265000000000001,19.235,13.59,0.88,79.0,5045.67,105.59,64.716
1815.4,4.98,19.12,12.76,0.88,79.0,5045.93,105.87,64.71
1815.5,4.695,19.04,11.77,0.86,79.0,5046.32,106.155,64.706
1815.6,4.4,18.965,12.355,0.86,79.0,5046.5,106.45,64.959
1815.7,4.095,18.89,9.95,0.84,79.0,5047.055,106.76,65.561
1815.8,3.765,18.82,11.075,0.84,79.0,5047.155000000001,107.09,66.434
1815.9,3.605,18.755000000000003,9.825,0.84,79.0,5047.535,107.255,67.446
1816.0,3.425,18.715,9.78,0.83,79.0,5047.764999999999,107.435,68.463
1816.2,3.5,18.7,9.69,0.83,79.0,5047.86,107.355,69.751
1816.3,3.535,18.700000000000003,9.26,0.82,79.0,5048.025,107.325,69.661
1816.4,3.52,18.67,8.879999999999999,0.82,79.0,5047.87,107.335,68.901
1816.5,3.37,18.590000000000003,9.35,0.845,79.0,5048.1,107.485,67.903
1816.6,3.395,18.55,9.455,0.845,79.0,5048.12,107.46,66.901
1816.7,3.335,18.535,10.545,0.87,79.0,5048.235000000001,107.52,66.017
1816.8,3.3600000000000003,18.57,9.25,0.87,79.0,5048.3150000000005,107.49,65.684
1816.9,3.31,18.56,9.555,0.87,79.0,5048.355,107.545,66.655
1817.1,3.16,18.56,8.934999999999999,0.845,79.0,5048.34,107.69,73.162
1817.2,3.165,18.59,8.370000000000001,0.845,79.0,5048.34,107.69,75.987
1817.3,3.02,18.595,8.805,0.82,79.0,5048.35,107.835,76.644
1817.5,3.09,18.71,8.67,0.82,79.0,5048.15,107.76,71.949
1817.6,3.16,18.775,8.635,0.8049999999999999,79.0,5047.625,107.69,69.638
1817.7,3.2350000000000003,18.825,7.495,0.79,79.0,5047.12,107.62,69.204
1817.9,3.27,18.84,8.719999999999999,0.79,79.0,5046.585,107.585,70.712
1818.0,3.3,18.84,7.525,0.79,79.0,5046.405,107.555,70.392
1818.1,3.205,18.82,8.559999999999999,0.81,79.0,5046.68,107.655,68.802
1818.2,3.065,18.82,8.54,0.81,79.0,5046.71,107.785,66.36
1818.3,3.005,18.81,8.92,0.83,79.0,5046.74,107.855,63.746
1818.5,4.31,18.84,9.1,0.83,79.0,5045.98,106.55,59.311
1818.6,3.39,18.72,7.69,0.82,79.0,5046.92,107.46,57.744
1818.7,3.585,18.685,9.555,0.82,79.0,5047.095,107.265,56.69
1818.8,1.455,18.5,4.6,0.82,79.0,5047.705,109.395,56.014
1818.9,1.785,18.66,6.380000000000001,0.82,79.0,5047.719999999999,109.065,55.725
1819.0,1.8,18.78,6.08,0.82,79.0,5046.71,109.05,55.747
1819.1,1.5,18.71,5.4,0.18,79.0,5047.16,109.35,55.761
1819.2,1.72,18.78,6.335,0.18,79.0,5046.764999999999,109.135,55.632
1819.3,1.92,18.86,7.965,0.18,79.0,5046.43,108.93,55.76
1819.4,2.15,18.985,7.55,0.18,79.0,5045.995,108.71,56.619
1819.5,2.205,19.075,8.38,0.36,79.0,5045.64,108.65,58.177
1819.6,2.325,19.165,7.835,0.36,79.0,5045.53,108.535,59.642
1819.7,2.31,19.24,7.46,0.54,79.0,5045.24,108.55,60.297
1819.9,2.705,19.305,8.93,0.54,79.0,5045.26,108.155,59.392
1820.0,2.75,19.32,8.555,0.5900000000000001,79.0,5045.17,108.1,58.741
1820.1,2.74,19.34,8.594999999999999,0.5900000000000001,79.0,5044.875,108.115,58.336
1820.2,2.67,19.35,8.5,0.64,79.0,5044.4,108.18,58.16
1820.3,2.68,19.395000000000003,8.06,0.64,79.0,5044.31,108.17,58.212
1820.4,2.63,19.43,8.815,0.64,79.0,5044.21,108.225,58.549
1820.5,2.615,19.450000000000003,8.055,0.69,79.0,5044.165,108.235,59.006
1820.7,2.64,19.47,8.235,0.69,79.0,5044.139999999999,108.215,59.508
1820.8,2.625,19.49,8.785,0.74,79.0,5044.11,108.225,59.426
1820.9,2.66,19.51,8.41,0.74,79.0,5044.11,108.195,58.995
1821.0,2.69,19.535,8.39,0.74,79.0,5044.11,108.16,58.474
1821.1,2.66,19.535,8.715,0.78,79.0,5044.11,108.2,57.987
1821.2,2.645,19.55,7.305,0.78,79.0,5044.11,108.21,57.516
1821.3,2.69,19.565,8.555,0.82,79.0,5044.11,108.165,57.008
1821.4,2.605,19.565,7.865,0.82,79.0,5044.11,108.25,56.482
1821.5,2.68,19.575,8.215,0.8049999999999999,79.0,5044.11,108.175,56.128
1821.6,2.645,19.595,8.715,0.8049999999999999,79.0,5043.87,108.205,56.097
1821.8,2.795,19.630000000000003,8.465,0.79,79.0,5043.389999999999,108.06,56.195
1821.9,2.825,19.645,9.155,0.79,79.0,5043.15,108.03,55.702
1822.0,2.9450000000000003,19.675,9.93,0.8200000000000001,79.0,5042.67,107.91,55.239
1822.1,3.26,19.725,11.62,0.8200000000000001,79.0,5042.67,107.6,55.648
