MD,WOBA,SPPA,TQA,ROPA,RPMA,MFIA,HKLA,Gamma
1804.7,3.68,17.76,10.43,0.12,80.0,3946.5,113.83,86.4
1804.9,3.68,17.78,9.31,0.12,80.0,3944.67,113.83,88.858
1805.0,4.5,17.725,9.98,0.23,80.0,3945.98,113.01,91.165
1806.5,2.725,17.745,9.875,0.37,80.0,3946.045,114.79,109.571
1806.6,2.65,17.73,9.84,0.39,79.0,3947.16,114.86,110.298
1810.9,2.21,17.74,7.07,0.19,79.0,4149.18,116.63,109.738
1813.7,2.98,17.799999999999997,8.205,0.2,79.0,4139.875,114.985,108.277
1813.8,0.96,17.81,6.1,0.2,78.0,4092.29,116.89,107.108
1813.9,2.71,18.01,8.63,0.2,78.0,4093.07,115.15,107.234
1814.0,2.69,18.15,8.94,0.2,78.0,4092.02,115.16,107.821
1814.1,1.4900000000000002,17.9,6.355,0.21,78.0,4092.81,116.365,108.226
1814.5,1.62,17.78,6.34,0.21,78.0,4091.5,116.24,113.905
1814.6,2.46,18.16,7.71,0.21,78.0,4094.91,115.39,115.929
1814.7,3.12,18.27,8.62,0.21,78.0,4094.125,114.73,116.208
1814.8,2.41,18.185,8.06,0.21,78.0,4092.615,115.44,114.45
1814.9,1.655,18.015,6.45,0.21,78.0,4090.78,116.2,112.332
1815.0,2.43,18.14,8.67,0.21,78.0,4089.66,115.42,111.204
1815.1,2.43,18.255,8.545,0.15,78.0,4090.12,115.42,111.864
1815.2,1.87,18.075,6.925,0.15,78.0,4091.955,115.985,113.743
1815.3,2.72,18.33,8.98,0.15,78.0,4088.22,115.13,115.784
1815.4,2.93,18.36,9.145,0.15,78.0,4089.205,114.93,117.275
1815.5,3.28,18.33,9.04,0.15,78.0,4090.19,114.57,118.136
1815.6,3.4000000000000004,18.555,8.945,0.32,78.0,4089.27,114.455,118.612
1815.7,3.84,18.63,10.4,0.32,78.0,4087.57,114.02,118.68
1815.8,3.59,18.565,10.275,0.32,78.0,4088.75,114.265,118.334
1815.9,3.46,18.61,9.94,0.32,78.0,4088.025,114.39,117.771
1816.0,3.585,18.635,10.98,0.425,77.5,4087.825,114.265,117.066
1816.1,2.465,18.355,8.42,0.53,78.0,4090.715,115.39,116.408
1816.2,2.19,18.4,7.915,0.53,78.0,4090.185,115.665,115.981
1816.3,2.41,18.33,7.58,0.53,78.0,4087.57,115.44,115.898
1816.4,2.6,18.37,7.945,0.53,77.5,4089.795,115.255,116.258
1816.5,3.015,18.47,8.39,0.53,78.0,4090.78,114.835,116.778
1816.6,3.045,18.585,8.875,0.26,78.0,4085.795,114.815,116.869
1816.7,3.015,18.535,8.905,0.26,78.0,4088.09,114.835,115.797
1816.8,3.13,18.535,8.809999999999999,0.26,78.0,4086.39,114.725,113.654
1816.9,3.185,18.615,8.579999999999998,0.26,78.0,4087.895,114.67,111.082
1817.0,2.145,18.355,6.37,0.28,78.0,4089.14,115.715,108.956
1817.1,2.17,18.51,6.36,0.3,78.0,4089.14,115.68,108.209
1817.2,1.925,18.57,6.615,0.3,77.5,4089.4,115.93,109.068
1817.3,1.99,18.65,6.62,0.3,78.0,4089.4,116.18,111.164
1817.4,2.21,18.63,7.35,0.3,78.0,4087.04,115.96,113.374
1817.5,2.28,18.79,7.48,0.3,78.0,4087.3,115.89,114.638
1817.6,2.53,18.75,6.86,0.16,78.0,4086.52,115.64,114.486
1817.7,3.16,18.76,7.59,0.16,78.0,4087.04,115.01,113.076
1817.8,3.215,18.88,7.699999999999999,0.16,78.0,4086.195,114.955,111.492
1817.9,3.22,18.98,7.16,0.16,78.0,4084.55,114.95,110.354
1818.0,3.575,18.935,8.26,0.21,78.0,4084.095,114.595,109.789
1818.1,3.3,18.82,7.78,0.26,78.0,4085.73,114.86,109.666
1818.2,3.26,18.87,7.95,0.26,77.0,4086.91,114.91,110.068
1818.3,3.57,18.88,7.71,0.26,78.0,4084.42,114.6,110.965
1818.4,3.0700000000000003,18.845,8.37,0.26,77.5,4087.895,115.1,112.012
1818.5,3.3,18.96,8.685,0.23,77.5,4084.095,114.87,112.769
1818.6,3.27,18.9,9.48,0.2,77.0,4085.47,114.9,113.105
1818.7,3.17,19.09,8.07,0.2,78.0,4083.37,115.0,113.222
1818.8,2.835,19.01,9.395,0.2,77.5,4087.37,115.335,113.288
1818.9,2.99,19.16,8.23,0.2,78.0,4085.99,115.17,112.984
1819.0,3.51,19.2,8.93,0.2,77.0,4082.06,114.65,111.818
1819.1,4.365,19.34,10.16,0.37,77.5,4080.29,113.805,110.534
1819.2,3.97,19.28,9.37,0.37,78.0,4082.98,114.2,110.315
1819.3,3.85,19.17,10.24,0.37,77.0,4086.39,114.31,112.057
1819.4,4.105,19.405,10.785,0.37,77.0,4084.62,114.06,114.937
1819.5,4.66,19.35,10.56,0.39,77.0,4082.85,113.51,118.129
1819.6,4.6,19.32,9.315,0.39,77.5,4081.47,113.57,120.816
1819.7,4.619999999999999,19.33,9.24,0.39,78.0,4081.41,113.55,122.714
1819.8,4.69,19.42,9.05,0.39,78.0,4077.6,113.48,123.493
1819.9,4.62,19.6,9.68,0.39,78.0,4081.67,113.54,122.769
1820.0,4.835,19.555,10.285,0.435,77.5,4080.945,113.335,121.191
1820.1,5.22,19.605,9.805,0.48,77.5,4081.6,112.95,119.987
1820.2,5.85,19.67,8.48,0.48,78.0,4076.82,112.31,119.998
1820.3,5.34,19.5,9.55,0.48,77.0,4078.26,112.83,120.677
1820.4,5.33,19.48,9.85,0.48,78.0,4080.945,112.84,120.943
1820.5,4.88,19.52,10.27,0.48,78.0,4078.78,113.29,120.313
1820.6,5.31,19.41,9.62,0.39,77.0,4079.96,112.85,119.096
1820.7,4.955,19.4,9.705,0.39,78.0,4080.16,113.215,118.069
1820.8,4.535,19.34,9.3,0.39,78.0,4080.75,113.635,117.513
1820.9,4.17,19.41,10.03,0.39,78.0,4081.54,114.0,117.482
1821.0,4.23,19.5,9.65,0.5,78.0,4079.31,113.94,117.78
1821.1,4.245,19.495,10.225,0.5,78.0,4078.195,113.925,118.446
1821.2,4.555,19.535,10.72,0.5,78.0,4078.785,113.615,119.309
1821.3,4.815,19.545,10.46,0.5,78.0,4078.98,113.35,119.804
1821.4,4.825,19.48,10.38,0.5,78.0,4077.8,113.34,119.497
1821.5,5.025,19.47,10.17,0.54,78.0,4077.67,113.14,118.237
1821.6,5.575,19.5,10.05,0.58,78.0,4080.225,112.59,116.464
