MD,TVD,RPMA,WOBA,ROPA
2471.928,2748.5275992,60.0,6.41878562787,13.836396
2472.0780000000004,2748.5275992,60.0,6.41878562787,13.836396
2472.528000000002,2748.5275992,60.0,6.41878562787,13.836396
2475.1030000000114,2748.5275992,60.0,6.41878562787,13.836396
2475.4280000000126,2748.5275992,60.0,6.41878562787,13.836396
2478.1530000000225,2748.5275992,60.0,6.41878562787,13.836396
2478.328000000023,2748.5275992,60.0,6.41878562787,13.836396
2478.9280000000253,2748.5275992,60.0,6.41878562787,13.836396
2479.8280000000286,2748.5275992,60.0,6.41878562787,13.836396
2480.0030000000293,2748.5275992,60.0,6.41878562787,13.836396
2480.15300000003,2748.5275992,60.0,6.41878562787,13.836396
2480.3030000000304,2748.5275992,60.0,6.41878562787,13.836396
2481.053000000033,2748.5275992,60.0,6.41878562787,13.836396
2483.803000000043,2748.5275992,60.0,6.41878562787,13.836396
2483.953000000044,2748.5275992,60.0,6.41878562787,13.836396
2485.178000000048,2748.5275992,60.0,6.41878562787,13.836396
2485.478000000049,2748.5275992,60.0,6.41878562787,13.836396
2485.6280000000497,2748.5275992,60.0,6.41878562787,13.836396
2486.1280000000515,2351.5469352,60.0,6.41878562787,13.836396
2486.4030000000525,2351.6807424,60.0,6.41878562787,13.836396
2486.6030000000533,2351.9477472,60.0,6.41878562787,13.836396
2487.1530000000557,2352.3485592,60.0,6.41878562787,13.836396
2487.303000000056,2352.4820616,60.0,6.41878562787,13.836396
2487.353000000056,2352.615564,60.0,6.41878562787,13.836396
2487.753000000057,2352.8825688,60.0,6.41878562787,13.836396
2488.37800000006,2353.4165784,60.0,6.41878562787,13.836396
2488.5280000000603,2353.5500808,60.0,6.41878562787,13.836396
2488.878000000061,2353.9502832,60.0,6.41878562787,13.836396
2488.978000000062,2353.9502832,60.0,6.41878562787,13.836396
2489.178000000062,2354.217288,60.0,6.41878562787,13.836396
2489.453000000064,2354.3504856,60.0,6.41878562787,13.836396
2489.7530000000647,2354.6171856,60.0,6.41878562787,13.836396
2489.803000000065,2354.750688,60.0,6.41878562787,13.836396
2490.2030000000664,2355.017388,60.0,6.41878562787,13.836396
2490.403000000067,2355.2837832,60.0,6.41878562787,13.836396
2490.5030000000675,2355.2837832,60.0,6.41878562787,13.836396
2490.553000000068,2355.4172856,60.0,6.41878562787,13.836396
2490.953000000069,2355.6836808,60.0,6.41878562787,13.836396
2491.0280000000694,2355.8168784,60.0,6.41878562787,13.836396
2491.17800000007,2355.950076,60.0,6.41878562787,13.836396
2491.428000000071,2356.0832736,60.0,6.41878562787,13.836396
2491.628000000072,2356.3499736,60.0,6.41878562787,13.836396
2491.778000000072,2356.4831712,60.0,6.41878562787,13.836396
2493.103000000077,2357.6408016,60.0,0.01315417873,9.4012512
2493.128000000077,2357.6712816,60.0,0.01315417873,9.4012512
2493.178000000077,2357.7029808,60.0,0.01315417873,9.4012512
2493.2280000000774,2357.7450432,60.0,0.01315417873,9.4012512
2493.253000000077,2357.7639408,60.0,0.01315417873,9.4012512
2493.353000000078,2357.8651344,60.0,0.28984552443,8.766048
2493.403000000078,2357.9020152,59.2,0.0181436948,8.415528
2496.7780000000903,2360.8457736,60.0,0.14152081944,4.8170592
2496.8280000000905,2360.878692,60.0,0.14152081944,4.8170592
2496.8530000000906,2360.91222,60.0,0.14152081944,4.8170592
2496.9030000000907,2360.9591592,59.48,0.6441011654,0.88392
2496.928000000091,2360.9850672,60.0,0.64364757303,0.8842248
2497.028000000091,2361.0719352,60.0,0.64364757303,0.8842248
2497.0530000000917,2361.0762024,60.0,0.64364757303,0.8842248
2497.1030000000915,2361.1191792,60.0,0.37965681369,0.8446008
2497.203000000092,2361.22464,60.0,0.14741752025,3.3780984
2497.3530000000924,2361.3447312,60.0,0.14741752025,3.3780984
2504.103000000117,2367.22158,60.0,1.70051779513,1.0213848
2504.178000000117,2367.2738532000003,60.0,1.70051779513,1.0213848
2504.2030000001173,2367.3050952,60.0,1.70051779513,1.0213848
2504.2280000001174,2367.3172872,60.0,1.70051779513,1.0213848
2504.3030000001177,2367.377028,60.0,1.50048355996,9.7770696
2504.378000000118,2367.4513992,59.73,1.1566605435,9.915144
2504.4780000001183,2367.5352192,60.0,1.15575335876,9.9142296
2504.703000000119,2367.730596,60.0,1.26325475045,10.0117656
2504.728000000119,2367.7662576,60.0,1.26325475045,10.0117656
2504.7780000001194,2367.802224,60.0,1.26325475045,10.0117656
2504.82800000012,2367.847944,59.25,1.6193247609,9.994392
2504.90300000012,2367.8994552,60.0,1.61841757616,9.992868
2505.0530000001204,2368.0448448,60.0,1.58575892552,9.9672648
2505.1280000001207,2368.0945272,60.0,1.58575892552,9.9672648
2505.1530000001208,2368.1186064,60.0,1.54947153592,9.9886008
2505.178000000121,2368.1554872,60.0,1.54947153592,9.9886008
2505.253000000121,2368.2039504,60.0,1.54947153592,9.9886008
2505.3030000001213,2368.2643008,60.0,1.50501948366,10.0090224
2505.4280000001218,2368.3722,60.0,1.50501948366,10.0090224
2505.478000000122,2368.396584,60.0,1.53359580297,9.9352608
2505.503000000122,2368.4200536,60.0,1.53359580297,9.9352608
2505.553000000122,2368.468212,60.0,1.53359580297,9.9352608
2505.6030000001224,2368.5087504,59.5,1.5104625921,9.878568
2505.6280000001225,2368.5288672,60.0,1.50819463025,9.878568
2505.6780000001227,2368.5770256,60.0,1.50819463025,9.878568
2505.728000000123,2368.6136016,60.0,1.50819463025,9.878568
2505.753000000123,2368.6440816000004,60.0,1.5549146443600002,9.9130104
