MD,TVA,RPMA,WOBA,ROPA
1428.3,141.74445,75.47521499999999,3.447563,2.3411399999999998
1428.4,141.91315,79.710095,3.3571015,2.3411399999999998
1428.5,141.48315000000002,79.71831,3.5317195000000003,2.566135
1428.6,141.42775,79.72376,3.883732,3.3013749999999997
1428.7,141.6794,79.70574500000001,4.2337495,3.81162
1428.8,141.85455000000002,79.71997,4.3897515,3.9721349999999997
1428.9,141.69850000000002,79.74463,4.3823665,3.9721349999999997
1429.0,141.78795000000002,79.72685000000001,4.154510500000001,4.19827
1429.1,141.86635,79.67889,3.901733,4.26389
1429.2,141.80525,79.66814500000001,3.8862,4.26389
1429.3,142.07645,79.66024,3.872509,4.25892
1429.4,141.9534,79.673115,3.887272,4.253950000000001
1429.5,141.88684999999998,79.652655,3.92651,4.56421
1429.6,141.85145,79.666965,3.9437405,4.506835000000001
1429.7,141.7679,79.681495,3.9318965,4.506835000000001
1429.8,141.85145,79.647515,3.9111255,4.58442
1429.9,142.0404,79.69468499999999,3.966812,4.58442
1430.0,141.7036,79.66466,4.0181925,5.02964
1430.1,141.96904999999998,79.68576,3.868347,5.02964
1430.2,141.78905,79.679675,3.693718,5.251905
1430.3,141.95569999999998,79.69239999999999,3.2173955000000003,5.474170000000001
1430.4,141.84109999999998,79.72029,3.1263275,5.583830000000001
1430.5,141.99779999999998,79.690425,3.3066365,5.583830000000001
1430.6,141.79655,79.67707,3.5028035,5.69349
1430.7,141.73284999999998,79.66450499999999,3.745117,5.51239
1430.8,141.90555,79.66878,3.898815,5.69357
1430.9,141.9386,79.69627,4.07605,5.69357
1431.0,141.94095,79.6811,4.3783645,6.05585
1431.1,141.61395,79.643325,4.891304,5.46971
1431.2,141.66335,79.68086,5.3754735,5.291315
1431.3,141.5912,79.67865,5.4954755,5.291315
1431.4,141.6488,79.70172,5.6599425,5.662825
1431.5,141.70355,79.71522999999999,5.5662535,5.662825
1431.6,141.55405000000002,79.65423000000001,5.68964,5.747109999999999
1431.7,141.6417,79.712385,5.758873,5.747109999999999
1431.8,141.5292,79.69002499999999,5.930725,5.524839999999999
1431.9,141.6371,79.64428000000001,5.9182625,5.524839999999999
1432.0,141.71069999999995,79.67588,5.897186,5.18205
1432.1,141.9032,79.652255,6.068882,5.47894
1432.2,141.98545,79.65936500000001,6.188885,5.9942899999999995
1432.3,141.8838,79.690185,6.2988895,5.9942899999999995
1432.4,142.0765,79.66355999999999,6.216419500000001,6.21275
1432.5,141.84879999999998,79.66829999999999,6.021492,5.6974
