MD,TVA,RPMA,WOBA,ROPA
1553.8,71.334765,79.20835,2.349964,11.209235
1554.2,70.903245,79.557025,2.368084,10.952964999999999
1554.4,70.80111,79.56904499999999,2.344765,12.266379999999998
1554.6,70.76014,79.132205,2.293339,9.915659999999999
1554.8,70.44531,79.396715,2.3946,11.58905
1554.9,70.164975,79.725345,2.9347765,9.431545
1555.0,70.16169,79.41675000000001,3.349579,9.431545
1555.1,70.06563,79.46083999999999,3.935467,6.62364
1555.2,69.634815,78.8677,4.0879055,4.73398
1555.3,69.583835,79.9097,4.0932390000000005,4.39773
1555.4,69.51036500000001,79.72534999999999,4.132942,3.8043500000000003
1555.5,68.973885,80.09807,3.9486615,3.48077
1555.6,68.86910499999999,79.532975,3.890572,4.97206
1555.7,68.77434,79.364655,3.4511145,6.24505
1555.8,68.41110499999999,79.589085,3.214199,3.6216049999999997
1555.9,67.85161,79.38068,3.84288,4.90718
1556.0,67.57162500000001,79.725345,3.5178755,4.0057149999999995
1556.1,67.552995,78.98793,3.6715125,4.344989999999999
1556.2,67.17913,79.87363500000001,3.4119495,3.79338
1556.3,67.09972,78.707385,3.4640465000000003,3.46109
1556.4,66.61632,79.17229,3.2901535,3.369594999999999
1556.5,66.399685,79.140225,3.285488,4.520035
1556.6,65.93118999999999,79.04003499999999,3.2035445,3.390795
1556.7,66.04731,79.0761,2.9786185,3.6656899999999997
1556.8,65.735105,79.30454,2.820316,4.1419250000000005
1556.9,65.11327,79.01999,3.5328025,4.110485
1557.0,65.408185,79.28450000000001,2.613918,4.93128
1557.1,65.268835,79.29252,2.688808,5.96854
1557.2,64.64095499999999,79.42076,2.595528,5.126625000000001
1557.3,64.46003999999999,79.713325,2.9533005,5.126625000000001
1557.4,64.35994500000001,79.593095,4.0677835,4.5471
1557.5,64.35365999999999,79.709315,2.965298,3.63394
1557.6,63.88692,79.92573,3.5006905,2.9674
1557.7,63.503175,79.737375,3.5481185,4.77726
1557.8,63.44332,79.48488,3.8864365,4.581225
1557.9,63.41155,79.01998499999999,3.1257245,2.8807549999999997
1558.0,63.157,79.272475,3.1904830000000004,2.83877
1558.1,63.10511,79.220365,2.4800145,2.81814
1558.2,65.92307,79.40874500000001,3.529068,3.8981500000000002
1558.3,73.36503,79.54901000000001,3.116535,3.578525
1558.4,74.989945,79.821535,3.5422595,4.06734
1558.5,75.872275,79.200335,2.8300475,3.759515
1558.6,75.8115,79.74137999999999,2.917595,2.84696
1558.7,75.739845,79.69328999999999,3.6191485,4.1594
1558.8,75.438125,79.565045,3.803688,5.1699649999999995
1558.9,76.03208000000001,79.70130499999999,3.916145,5.480985
1559.0,76.72378499999999,79.70531,3.3471795,5.1226400000000005
1559.1,77.19735499999999,79.11618,3.739994,3.844345
1559.2,76.80190999999999,79.55302,3.648056,3.46074
1559.3,76.54141,79.45683,3.696426,2.93186
1559.4,76.22342499999999,79.26446,3.3545075,3.293045
1559.5,76.11278999999999,79.312555,3.471367,3.2593199999999998
1559.6,77.555035,78.799565,3.8155515,3.02071
1559.7,78.81810999999999,79.11216999999999,3.6949575,2.6436599999999997
1559.8,78.90024,79.47285500000001,4.026081,3.78093
1559.9,78.645255,79.03601499999999,3.936939,3.8567649999999998
1560.0,78.5658,79.480875,3.9683875,3.2694
1560.1,79.21589499999999,79.52096,3.594898,3.17516
1560.2,79.524675,79.67325,3.776245,3.421575
1560.3,80.478265,79.28450000000001,3.842865,3.727979999999999
1560.4,80.180205,79.424775,1.1039545,2.239895
1560.5,80.958145,79.168275,1.421093,1.02129
1560.6,81.527435,79.376665,2.458557,2.139464999999999
1560.7,81.84310500000001,79.41274,2.9315795,2.89779
1560.8,82.53975500000001,79.288505,3.1587715,3.468755
1560.9,83.81424,79.61313,3.6360665,3.47642
1561.0,84.42645999999999,79.66524000000001,3.7833065,4.866315
1561.1,84.251195,79.67725,4.364529,4.81162
1561.2,84.14608,78.72343,3.539322,3.69907
1561.3,84.273935,79.68126000000001,4.0969775,3.5869600000000004
1561.4,84.67776,78.94785,3.666183,3.77751
1561.5,85.370205,79.03601499999999,3.052708,2.63549
1561.6,85.59676999999999,79.22839,3.9154855,2.827545
1561.7,87.54654,79.080105,4.3556025,2.954645
1561.8,87.391105,79.504925,4.125206,2.5524750000000003
1561.9,87.907285,79.092135,3.727871,2.9039900000000003
1562.0,87.94958500000001,79.40473,3.9368095,2.8613299999999993
1562.1,88.85564,79.72536,3.61755,3.6481500000000002
1562.2,89.414295,79.605125,3.7378695,2.682835
