MD,TVA,RPMA,WOBA,ROPA
682.2,135.76864999999998,78.39891,1.1971965,4.370905
682.3,135.76995,78.326925,1.657299,4.370905
682.4,135.7604,78.46314000000001,1.8623655,3.34546
682.5,135.74205,78.46978,1.9583055,6.13333
682.6,135.66500000000002,78.60046,2.302883,8.496375
682.8,135.6291,78.59049999999999,2.5352705,11.372850000000001
682.9,135.63335,78.50633,2.4450570000000003,11.372850000000001
683.0,135.6144,78.58939000000001,2.6449315,13.2751
683.2,135.6291,78.56945,2.655449,16.04262
683.3,135.62925,78.56391500000001,2.9776495,14.643569999999999
683.5,135.64595,78.624825,3.287182,17.295820000000003
683.6,135.65585,78.546195,3.520767,16.51804
683.8,135.67085,78.49194,3.5536805,20.546745
683.9,135.6675,78.503005,3.5510135,19.768965
684.1,135.65665,78.383405,3.4477425000000004,19.76482
684.4,135.63524999999998,78.46867499999999,3.4863815,17.762050000000002
684.6,135.62685,78.488615,3.5572775,18.36719
684.7,135.5931,78.546195,3.7388875,17.766195
684.8,135.60809999999998,78.61265,3.588188,13.74436
684.9,135.55795,78.81198,3.1243515,13.74436
685.0,135.61135,78.68795,3.1943095,11.863729999999999
685.1,135.6054,78.765465,2.6799735,11.400389999999998
685.2,135.54275,78.565025,3.113297,16.08464
685.3,135.44725,78.662475,3.2048375,15.6213
685.4,135.35265,78.751075,3.2061655,14.144105
685.5,135.2884,78.77765500000001,3.341812,14.144105
685.6,135.37885,78.761045,3.1352805,9.76953
685.7,135.43675000000002,78.53734,3.3232915,9.76953
685.8,135.5366,78.40224,3.339817,12.655855
685.9,135.47385,78.41995,3.4137685,12.655855
686.0,135.47075,78.436565,3.6129725,13.907745
686.2,135.41969999999998,78.63590500000001,3.5604745,14.882774999999999
686.3,135.51819999999998,78.52848,3.6044505,15.035210000000001
686.4,135.5548,78.55949000000001,3.5887225000000003,17.375484999999998
686.6,135.6778,78.41330500000001,3.6131135,18.533785
686.7,135.6694,78.40998,3.711708,19.89903
686.8,135.6768,78.43545,3.881065,21.05733
687.0,135.6373,78.58053,2.5835035,9.7262
687.1,135.6792,78.51076499999999,2.881985,15.523525
687.3,135.67985,78.40555499999999,3.1154325,13.996395
687.4,135.7003,78.336895,3.329693,19.79372
687.5,135.65435,78.41331,3.33609,15.78611
687.8,135.53205,78.5163,3.5784605000000003,15.263475
688.0,135.45675,78.453175,3.7626115,19.772395
688.1,135.41325,78.352395,3.8513485,17.18608
688.3,135.46735,78.49858,3.840164,15.42575
688.4,135.64015,78.52405,2.876785,15.22779
688.5,135.59785,78.44432,2.987114,11.294435
688.6,135.59134999999998,78.40223,2.6673165,14.838875
688.7,135.42175,78.5462,3.0448075,10.90552
688.9,135.49655,78.620395,3.2162975,17.180995
689.0,135.48125,78.67023,3.096241,16.339840000000002
689.1,135.5498,78.889505,3.0132295,19.070875
689.2,135.52655,78.905005,2.8927690000000004,16.139395
689.4,135.54695,78.683525,2.6968995,16.139395
689.5,135.54930000000002,78.64365000000001,2.7002295,20.468484999999998
689.7,135.56490000000002,78.41774000000001,2.727013,20.468484999999998
689.8,135.6001,78.48528999999999,2.6354675,19.535035
689.9,135.59735,78.34353999999999,3.1711235,19.535035
690.1,135.40295,78.36901499999999,3.2404025,18.072305
690.2,135.34265,78.304775,3.709976,13.381120000000003
690.4,135.216,78.406665,3.799782,19.7914
690.5,135.2356,78.38451,3.7153055,15.100214999999999
690.7,135.36735,78.66137,3.8378985,17.182090000000002
690.8,135.4935,78.68795,4.004723,18.74382
691.1,135.4987,78.589385,4.2391055,18.342315
691.3,135.47295,78.49746999999999,4.3788795,19.91009
691.4,135.49984999999998,78.569455,4.290138499999999,16.586615000000002
691.6,135.48385,78.60489000000001,4.447773,19.125149999999998
691.7,135.497,78.57056499999999,4.1122515,15.801675
691.8,135.47525,78.624825,4.1759455,18.22944
692.0,135.4774,78.47089,3.857079,20.08795
692.1,135.43655,78.5019,4.2081875,19.897545
692.2,135.43415,78.505225,4.6080625,19.11374
692.4,135.4352,78.422165,4.444172,15.33539
692.5,135.46805,78.403335,4.554771499999999,14.741990000000001
692.6,135.47160000000002,78.37344,4.289341,12.430890000000002
692.7,135.46295,78.43877499999999,3.939568,12.430890000000002
692.8,135.47125,78.43878000000001,4.0205805,12.429835
692.9,135.4862,78.57277500000001,3.971146,12.429835
693.0,135.4999,78.43102999999999,3.9996605,13.820685
693.1,135.49205,78.45428,4.3778155000000005,13.820685
693.2,135.4921,78.28485,3.835365,12.28709
693.3,135.4574,78.36125999999999,4.09906,12.28709
693.4,135.47795000000002,78.44764,3.720768,11.79719
693.7,135.5772,78.495255,3.799118,17.84395
693.8,135.6129,78.495255,3.999123,16.79909
694.5,135.58455,78.56724,4.5526315,19.919655
694.8,135.5743,78.55616,4.647644,18.691335
695.1,135.4268,78.107655,4.220322,14.976820000000002
696.8,135.5419,78.5617,5.419674,16.54229
697.0,135.5477,78.62926,5.006076999999999,19.47043
697.4,135.55185,78.656935,4.7154615,18.997945
697.8,135.52685,78.41329999999999,3.522625,19.48668
698.1,135.48545,78.271555,2.204411,19.97514
698.4,135.44025,78.397805,1.6972775,16.309910000000002
698.9,135.3444,78.55617000000001,1.576958,17.999380000000002
700.1,135.48950000000002,78.46867499999999,1.617996,20.465985
700.7,135.50255,78.60931500000001,1.5784225,16.702085
701.0,135.5057,78.57277500000001,1.5790825000000002,14.1724
702.1,135.622,78.67688,2.793495,14.975290000000001
702.2,135.6096,78.68131,3.0200195,10.97386
702.4,135.6254,78.64033,3.4296265000000004,18.149435
702.5,135.59005,78.44432,3.776207,14.586705000000002
702.9,135.5756,78.328035,3.8756105,18.07271
703.0,135.45080000000002,78.457605,3.0718615,11.73672
703.1,135.3741,78.67245,3.290512,9.529
703.2,135.351,78.308105,2.4789045,7.321485
703.3,135.3391,78.583855,2.3499185,5.11397
703.4,135.33495,78.57167,2.6205445000000003,5.11397
703.5,135.32485,78.600465,2.638668,6.790324999999999
703.6,135.28455,78.79427,3.132881,7.827815
703.7,135.28555,78.6802,3.2101665,9.50417
703.8,135.1939,78.58274499999999,3.698921,12.482009999999999
704.0,135.12144999999998,78.52294,4.0983920000000005,12.482009999999999
704.1,135.08455,78.361255,4.5800895,16.965995
704.2,135.0633,78.319175,4.6942785,16.965995
704.3,135.12205,78.39891,4.686817,16.554985
704.5,135.17270000000002,78.386735,4.623127,17.24246
