MD,TVA,RPMA,WOBA,ROPA
217.4,145.8359,81.74680000000001,0.01,15.412220000000001
217.6,146.00025,81.70014499999999,0.01,15.412220000000001
217.7,146.1905,81.99765,0.01,13.222985000000001
217.8,146.1156,81.833655,0.01,12.449095
218.0,146.27025,82.07572,0.01,11.753795
218.1,146.2816,81.863215,0.01,13.863319999999998
218.2,146.4317,81.99072000000001,0.01,12.00496
218.3,146.50245,81.818865,0.01,12.00496
218.5,146.42005,81.61744999999999,0.01,12.78055
218.6,146.35320000000002,82.097895,0.01,13.406895
218.8,146.47425,81.86829499999999,0.01,14.718505
218.9,146.50845,82.032295,0.01,13.406199999999998
219.0,146.7004,81.95191,0.01,14.018915
219.1,146.64485000000002,81.90895,0.01,14.018915
219.2,146.6872,81.976855,0.01,13.32002
219.3,146.687,81.87246,0.01,12.73021
219.4,146.6307,82.07341500000001,0.01,14.212784999999998
219.6,146.7141,81.97363,0.01,13.403905
219.8,146.668,81.86922,0.01,13.403905
219.9,146.69345,81.74910499999999,0.01,12.43582
220.0,146.72595,82.03599,0.01,12.43582
220.1,146.74195,81.77637,0.01,14.350459999999998
220.2,146.7899,81.993025,0.01,14.350459999999998
220.3,146.9536,81.86414500000001,0.01,12.253094999999998
220.4,146.93484999999998,81.97547,0.01,16.49948
220.5,146.9887,81.74726,0.01,13.221035
220.6,147.00875000000002,81.914035,0.01,14.841999999999999
220.8,146.78224999999998,81.858135,0.01,14.841999999999999
220.9,146.77525,81.85629,0.01,13.096595
221.0,146.49695,81.92281,0.01,13.746830000000001
221.1,146.42025,81.813785,0.01,14.626845
221.3,146.2208,81.987025,0.01,15.38807
221.4,146.12455,81.74865,0.01,15.276965
221.5,145.9551,81.90295,0.01,15.387955
221.6,145.9126,81.60128499999999,0.01,16.214395
221.8,145.7296,81.786535,0.01,15.40197
221.9,145.68175,81.805935,0.01,16.339515
222.0,145.44125,81.90526,0.01,14.599899999999998
222.1,145.2862,81.866915,0.01,14.599899999999998
