MD,TVA,RPMA,WOBA,ROPA
1804.2,109.695,79.0,2.64,3.8
1804.3,109.885,79.0,3.35,3.8
1804.4,109.92,79.0,3.95,3.8
1804.5,110.07,79.0,4.11,3.8
1804.6,109.925,79.0,4.015000000000001,4.25
1804.7,109.95,79.0,3.6,4.699999999999999
1804.8,109.76,79.0,3.28,4.699999999999999
1804.9,109.655,79.0,2.8,4.699999999999999
1805.0,109.465,79.0,2.73,5.549999999999999
1805.1,109.5,79.0,2.585,5.549999999999999
1805.2,109.535,79.0,2.56,6.4
1805.3,109.46,79.0,2.42,6.4
1805.4,109.66,79.0,2.705,6.4
1805.5,109.91,79.0,3.65,6.4
1805.6,109.815,79.0,3.965,6.25
1805.7,109.665,79.0,4.195,6.1
1805.8,109.755,79.0,4.135,6.1
1805.9,109.615,79.0,4.1,6.1
1806.0,109.765,79.0,3.97,6.1
1806.1,109.875,79.0,3.95,6.1
1806.2,109.64,79.0,3.92,6.1
1806.4,109.73,79.0,4.25,6.1
1806.5,109.755,79.0,4.495,6.35
1806.6,109.705,79.0,4.755,6.35
1806.7,109.54,79.0,5.95,6.6000000000000005
1806.8,109.4,79.0,3.81,6.6000000000000005
1806.9,109.13,79.0,5.98,6.6000000000000005
1807.0,109.025,79.0,4.375,6.6000000000000005
1807.1,108.99,79.0,6.145,1.9
1807.2,108.725,79.0,6.955,1.9
1807.3,108.11,79.0,5.99,1.9
1807.4,108.015,79.0,5.99,1.9
1807.5,108.01,79.0,3.01,2.05
1807.9,108.1,79.0,1.4,2.2
1808.0,108.2,79.0,1.32,2.2
1808.1,108.03,79.0,1.44,5.2
1808.2,108.1,79.0,1.355,5.2
1808.3,108.075,79.0,1.29,5.2
1808.7,107.985,79.0,1.295,6.5
1809.1,107.72,79.0,1.36,6.5
1809.2,107.855,79.0,1.465,6.5
1809.3,107.725,79.0,1.515,6.5
1809.4,107.71,79.0,1.58,6.5
1809.5,107.73,79.0,1.4700000000000002,6.550000000000001
1809.6,107.595,79.0,1.435,6.550000000000001
1809.7,107.61,79.0,1.35,6.6000000000000005
1809.8,107.625,79.0,1.3450000000000002,6.6000000000000005
1809.9,107.59,79.0,1.33,6.6000000000000005
1810.0,107.67,79.0,1.3050000000000002,6.6000000000000005
1810.1,107.605,79.0,1.36,6.6000000000000005
1810.2,107.68,79.0,1.3050000000000002,6.6000000000000005
1810.3,107.65,79.0,1.35,6.6000000000000005
1810.4,107.725,79.0,1.37,6.6000000000000005
1810.5,107.715,79.0,1.355,6.6000000000000005
1810.6,107.775,79.0,1.4049999999999998,6.5
1810.7,107.78,79.0,1.4,6.5
1810.8,107.7,79.0,1.47,6.4
1810.9,107.86,79.0,1.43,6.4
1811.0,107.805,79.0,1.4249999999999998,6.799999999999999
1811.1,107.65,79.0,1.495,6.799999999999999
1811.2,107.57,79.0,1.47,7.199999999999999
1811.3,107.495,79.0,1.455,7.199999999999999
1811.4,107.45,79.0,1.39,7.199999999999999
1811.5,107.34,79.0,1.3,6.799999999999999
1812.3,107.41,79.0,1.34,7.3
1812.4,107.32,79.0,1.395,7.3
1812.5,107.35,79.0,1.495,7.1
1812.6,107.375,79.0,1.54,7.1
1812.7,107.385,79.0,1.455,6.8999999999999995
1812.8,107.485,79.0,1.635,6.8999999999999995
1812.9,107.46,79.0,1.98,6.8999999999999995
1813.0,107.51,79.0,2.425,7.1
1813.1,107.435,79.0,3.07,7.1
1813.2,107.365,79.0,3.45,7.3
1813.3,107.315,79.0,3.64,7.3
1813.4,107.26,79.0,3.72,7.3
1813.5,107.28,79.0,3.705,7.45
1813.6,107.265,79.0,3.74,7.45
1813.7,107.23,79.0,3.82,7.6
1813.8,107.29,79.0,3.98,7.6
1813.9,107.3,79.0,4.01,7.6
1814.0,107.365,79.0,4.19,7.6
1814.1,106.955,79.0,2.275,7.050000000000001
1814.5,106.355,79.0,2.85,4.6000000000000005
1814.6,106.055,79.0,4.23,4.6000000000000005
1814.7,105.92,79.0,5.355,2.7
1814.8,105.78,79.0,5.555,2.7
1815.0,105.565,79.0,5.525,5.75
1815.1,105.57,79.0,5.539999999999999,5.75
1815.2,105.37,79.0,5.265000000000001,8.8
1815.4,105.345,79.0,4.98,8.8
1815.5,105.2,79.0,4.695,8.6
1815.6,105.145,79.0,4.4,8.6
1815.7,105.045,79.0,4.095,8.4
1815.8,105.085,79.0,3.765,8.4
1815.9,105.08,79.0,3.605,8.4
1816.0,105.095,79.0,3.425,8.299999999999999
1816.2,105.15,79.0,3.5,8.299999999999999
1816.3,105.05,79.0,3.535,8.2
1816.4,105.04,79.0,3.52,8.2
1816.5,105.07,79.0,3.37,8.45
1816.6,104.9,79.0,3.395,8.45
1816.7,105.06,79.0,3.335,8.7
1816.8,104.985,79.0,3.3600000000000003,8.7
1816.9,105.065,79.0,3.31,8.7
1817.1,105.19,79.0,3.16,8.45
1817.2,105.15,79.0,3.165,8.45
